hotel_name,rating_food,food_type,location,offer,rating,delivery_time_mins,primary_food,discount_percent,offer_amount_rs,offer_type,has_offer
Maa Ashapura Food & Snacks,3.2 • 52 mins,"Indian, Snacks",Malad Kan West, ,3.2,52.0,indian,0.0,0.0,NONE,Yes
Aum Fine Dine,3.6 • 48 mins,Indian,Kandivali West, ,3.6,48.0,indian,0.0,0.0,NONE,Yes
Flavour Junction,3.8 • 44 mins,"Chinese, North Indian, Snacks",Dahisar, ,3.8,44.0,chinese,0.0,0.0,NONE,Yes
Swadisht Desi Food,46 mins,"Burgers, Chinese",Borivali West, ,,46.0,burgers,0.0,0.0,NONE,Yes
BONG MOYRA,3.3 • 43 mins,"Sweets, Bengali",Borivali West, ,3.3,43.0,sweets,0.0,0.0,NONE,Yes
Spice Hut Veg And Non Veg,2.4 • 41 mins,"Chinese, North Indian, Biryani",Dahisar, ,2.4,41.0,chinese,0.0,0.0,NONE,Yes
Divine Chinese,4.3 • 48 mins,Chinese,Malad West, ,4.3,48.0,chinese,0.0,0.0,NONE,Yes
Asian Express,4 • 53 mins,"Chinese, Biryani",Jog Gor East, ₹150 OFF ABOVE ₹999,,53.0,chinese,0.0,150.0,ABOVE,Yes
Cheesy Kulhad,52 mins,"Pizzas, Fast Food",Malad Kan West, ,,52.0,pizzas,0.0,0.0,NONE,Yes
DSF Fast Food,4.9 • 45 mins,"Pizzas, Pastas, Burgers, Fast Food, Snacks, Italian, American",Kandivali West, ,4.9,45.0,pizzas,0.0,0.0,NONE,Yes
Jai Shree Radhe Krishna Soda Pub,3.8 • 42 mins,Beverages,Kandivali West, ,3.8,42.0,beverages,0.0,0.0,NONE,Yes
Tea Pea Cafe,45 mins,"Beverages, Italian-American, Fast Food, Snacks, Waffle",Malad East, ,,45.0,beverages,0.0,0.0,NONE,Yes
Uncle Chinese Corner,44 mins,"Indian, Fast Food",Malad Kan West, ,,44.0,indian,0.0,0.0,NONE,Yes
Flavorish The Gourmet Cake Shop,48 mins,Bakery,Goregaon East, 50% OFF UPTO ₹250,,48.0,bakery,50.0,250.0,UPTO,Yes
Peek and boo,52 mins,"Snacks, Fast Food",Malad Kan West, ,,52.0,snacks,0.0,0.0,NONE,Yes
Delecious The Family Restaurant,41 mins,"Indian, Chinese", Malad West, ,,41.0,indian,0.0,0.0,NONE,Yes
Jaianti Biryani,3.7 • 57 mins,"Biryani, North Indian, Salads, Hyderabadi",Borivali West, 30% OFF UPTO ₹150,3.7,57.0,biryani,30.0,150.0,UPTO,Yes
Hunger bell,52 mins,"Snacks, Chinese, Tandoor, North Indian",Malad Kan West, ,,52.0,snacks,0.0,0.0,NONE,Yes
Damdaar Swaad,4.3 • 49 mins,"Italian-American, Fast Food, Snacks, Indian",Jog Gor West, ,4.3,49.0,italian-american,0.0,0.0,NONE,Yes
Secret Sauce Sandwiches,3.3 • 42 mins,"Pizzas, Snacks, Italian, Mexican",Borivali West, ,3.3,42.0,pizzas,0.0,0.0,NONE,Yes
Chef Chini,52 mins,"Chinese, Fast Food, Desserts, Beverages",Malad Kan West, ,,52.0,chinese,0.0,0.0,NONE,Yes
All About Cheese,5 • 50 mins,"Fast Food, Snacks, Pizzas",Malad Kan West, 10% OFF UPTO ₹100,,50.0,fast food,10.0,100.0,UPTO,Yes
Size Zero,40 mins,"Chinese, Burgers, Pizzas, Pastas, Fast Food",kandivali, 30% OFF UPTO ₹150,,40.0,chinese,30.0,150.0,UPTO,Yes
Adarsh Refreshment,43 mins,Beverages,Malad, ,,43.0,beverages,0.0,0.0,NONE,Yes
Asian Tadka,3.4 • 55 mins,"Indian, Tandoor, Thai, Chinese",Goregaon, ,3.4,55.0,indian,0.0,0.0,NONE,Yes
JUICE BUDDY,40 mins,Beverages,Borivali West, ,,40.0,beverages,0.0,0.0,NONE,Yes
Oh! Pizzaz,42 mins,"Beverages, Snacks",Malad Kan West, ,,42.0,beverages,0.0,0.0,NONE,Yes
Dairy Naturals,53 mins,"Ice Cream, Desserts",Malad Kan West, ,,53.0,ice cream,0.0,0.0,NONE,Yes
High On Waffle,49 mins,"North Indian, Bakery",Malad Kan West, ,,49.0,north indian,0.0,0.0,NONE,Yes
Faloodah By Purple Foods,2.5 • 46 mins,"Beverages, Desserts",Malad, ,2.5,46.0,beverages,0.0,0.0,NONE,Yes
The Noisy Cake,4.4 • 64 mins,Bakery,Jog Gor East, ,4.4,64.0,bakery,0.0,0.0,NONE,Yes
Bombay Shakers,50 mins,Beverages,Malad Kan West, ,,50.0,beverages,0.0,0.0,NONE,Yes
Sliders Bell,4.4 • 42 mins,"Snacks, Beverages",Borivali West, ,4.4,42.0,snacks,0.0,0.0,NONE,Yes
Matoshree Chinese & Fast Food,4 • 61 mins,Chinese,Malad Kan West, ,,61.0,chinese,0.0,0.0,NONE,Yes
Navaratna Kitchen & Bar,46 mins,"North Indian, Chinese, South Indian, Tandoor, Seafood",Borivali West, 20% OFF ABOVE ₹700,,46.0,north indian,20.0,700.0,ABOVE,Yes
Upperdeck Bistro,4.2 • 45 mins,"Beverages, Burgers, Pastas, Snacks",Malad Kan West, 10% OFF UPTO ₹100,4.2,45.0,beverages,10.0,100.0,UPTO,Yes
Sweet Cakes & More,3 • 58 mins,"Bakery, Desserts",Malad West, ₹250 OFF ABOVE ₹999,,58.0,bakery,0.0,250.0,ABOVE,Yes
Meenakshi Bar And Restaurant,43 mins,"Chinese, North Indian, Indian, Snacks",Jog Gor East, ,,43.0,chinese,0.0,0.0,NONE,Yes
Bombar,4.8 • 56 mins,"Italian, Chinese, Tandoor",Jog Gor West, ,4.8,56.0,italian,0.0,0.0,NONE,Yes
Malvani Masala,2.8 • 62 mins,"Indian, North Indian",Borivali West, 20% OFF ABOVE ₹700,2.8,62.0,indian,20.0,700.0,ABOVE,Yes
Ruchira's Food Hub,41 mins,"Chinese, American",Borivali West, ,,41.0,chinese,0.0,0.0,NONE,Yes
Neelam Garden,41 mins,"North Indian, Chinese, Biryani",Borivali West, ,,41.0,north indian,0.0,0.0,NONE,Yes
Angel Cake Shop,46 mins,Bakery,Malad East, ,,46.0,bakery,0.0,0.0,NONE,Yes
Mogazm,5 • 50 mins,"Snacks, Fast Food, Beverages",Malad Kan West, 50% OFF UPTO ₹250,,50.0,snacks,50.0,250.0,UPTO,Yes
Marvish Home Kitchen,48 mins,"Indian, North Indian",Jog Gor West, ,,48.0,indian,0.0,0.0,NONE,Yes
Munira's,44 mins,Desserts,Dahisar West, ,,44.0,desserts,0.0,0.0,NONE,Yes
Shivani Chinese And Pizza Corner,3.4 • 54 mins,"Pizzas, Chinese, Fast Food",Malad Kan West, ,3.4,54.0,pizzas,0.0,0.0,NONE,Yes
Raju Snacks,4.3 • 41 mins,"Beverages, Burgers, Ice Cream",Borivali West, ,4.3,41.0,beverages,0.0,0.0,NONE,Yes
Balaji Express,49 mins,"South Indian, Beverages, Fast Food, Juices, Chaat",Jog Gor East, ,,49.0,south indian,0.0,0.0,NONE,Yes
Conch Restaurants,57 mins,"Asian, Continental, Chinese",Malad West, ,,57.0,asian,0.0,0.0,NONE,Yes
Vishal's fast food hub,48 mins,Chinese,Jog Gor East, ,,48.0,chinese,0.0,0.0,NONE,Yes
Shree's Frankie Rolls and More,46 mins,"Snacks, Pizzas",Borivali West, ,,46.0,snacks,0.0,0.0,NONE,Yes
BEING BAKERS SHOP,48 mins,Bakery,Mira Road, ,,48.0,bakery,0.0,0.0,NONE,Yes
Zero Gravity,4.1 • 49 mins,"Chinese, Continental, Fast Food, Italian",Gandhi Nagar, ,4.1,49.0,chinese,0.0,0.0,NONE,Yes
Naashta sweets and more,3.2 • 49 mins,Indian,Jog Gor East, 10% OFF ABOVE ₹600,3.2,49.0,indian,10.0,600.0,ABOVE,Yes
Kandivali 67 Chinese Corner,1.5 • 40 mins,"Chinese, Biryani",Borivali West, ,1.5,40.0,chinese,0.0,0.0,NONE,Yes
3 Barmen,5 • 61 mins,"Chinese, North Indian",Malad West, ,,61.0,chinese,0.0,0.0,NONE,Yes
Avarya,45 mins,"Snacks, Desserts, Beverages",Mahim Dadar, ,,45.0,snacks,0.0,0.0,NONE,Yes
Gharchi Athwan,42 mins,"Maharashtrian, Snacks, Sweets",Borivali West, ,,42.0,maharashtrian,0.0,0.0,NONE,Yes
BELLA FOOD CORNER,3.8 • 41 mins,"North Indian, Chinese, Tandoor, Biryani, Snacks",Dahisar (E) Mumbai, ,3.8,41.0,north indian,0.0,0.0,NONE,Yes
The Malai Paneer Company,4.8 • 54 mins,North Indian,Malad Kan West, ,4.8,54.0,north indian,0.0,0.0,NONE,Yes
Phelia Lounge,3.8 • 57 mins,"Chinese, Tandoor, Continental, Indian, Italian, Pizzas",Goregaon West, ,3.8,57.0,chinese,0.0,0.0,NONE,Yes
Shreeji Aamras,5 • 41 mins,Beverages,Dahisar, ₹100 OFF ABOVE ₹749,,41.0,beverages,0.0,100.0,ABOVE,Yes
Hungry Paji,49 mins,"Chinese, Indian, Tandoor",Goregaon, 10% OFF UPTO ₹100,,49.0,chinese,10.0,100.0,UPTO,Yes
The Bagve's cafe,52 mins,Waffle,Jog Gor West, ,,52.0,waffle,0.0,0.0,NONE,Yes
Beyond - Wine & Dine,4 • 56 mins,"Continental, Mexican, Salads, Chinese, North Indian",Malad West, ,,56.0,continental,0.0,0.0,NONE,Yes
THE MINISTRY OF CHEFS,52 mins,"North Indian, Chinese, Snacks, Fast Food, Desserts, Beverages, Biryani, Seafood, Indian, Tandoor",Malad Kan West, ,,52.0,north indian,0.0,0.0,NONE,Yes
Namaste Mumbai,46 mins,"Chinese, Fast Food, Indian, Beverages",Malad Kan West, ,,46.0,chinese,0.0,0.0,NONE,Yes
Party Time Pizzas,3.5 • 43 mins,"Pizzas, Fast Food, Bakery, Desserts",Raheja Township, ,3.5,43.0,pizzas,0.0,0.0,NONE,Yes
Crispy Slice Pizza,4.1 • 53 mins,Pizzas,Goregaon, ,4.1,53.0,pizzas,0.0,0.0,NONE,Yes
DBW De Burger World,50 mins,"Burgers, Pizzas, Fast Food, Snacks, Beverages",Mira Road, ,,50.0,burgers,0.0,0.0,NONE,Yes
Swadam Bhog,4.6 • 48 mins,"Indian, North Indian, Chinese, Punjabi, Snacks, Biryani",Borivali West, ,4.6,48.0,indian,0.0,0.0,NONE,Yes
Swadisht Desi,4.6 • 52 mins,"Burgers, Pizzas, Chinese, Beverages",Malad Kan West, ₹100 OFF ABOVE ₹999,4.6,52.0,burgers,0.0,100.0,ABOVE,Yes
Latte on the rocks,52 mins,"Beverages, Snacks, Fast Food",Malad West, ,,52.0,beverages,0.0,0.0,NONE,Yes
Mondo Fine Dine,4.2 • 64 mins,"Italian, Indian",Dahisar West, ,4.2,64.0,italian,0.0,0.0,NONE,Yes
Lobo Tiffin Service,47 mins,Indian,Malad East, ,,47.0,indian,0.0,0.0,NONE,Yes
Red Chilly Chinese Cuisine,52 mins,Indian,Malad Kan West, 30% OFF UPTO ₹150,,52.0,indian,30.0,150.0,UPTO,Yes
Tina's Fried Chicken,40 mins,"Indian, Chinese",Borivali West, ,,40.0,indian,0.0,0.0,NONE,Yes
Om Namo Fast Food,5 • 42 mins,"Fast Food, Chaat",Borivali West, ,,42.0,fast food,0.0,0.0,NONE,Yes
Y.T kitchen,41 mins,"Italian, Snacks, Mexican",Malad East, ,,41.0,italian,0.0,0.0,NONE,Yes
Potoba Chinese Corner,3.7 • 41 mins,"Chinese, Beverages",Dahisar, ,3.7,41.0,chinese,0.0,0.0,NONE,Yes
Jordan,4.7 • 41 mins,Chinese,Malad West, ,4.7,41.0,chinese,0.0,0.0,NONE,Yes
Kinara Tadka,44 mins,"Chinese, North Indian, Beverages",Borivali West, ,,44.0,chinese,0.0,0.0,NONE,Yes
Sarthak Restaurant,52 mins,"Indian, Chinese, Thalis, Biryani",Jog Gor East, ,,52.0,indian,0.0,0.0,NONE,Yes
Avva'S Food,44 mins,Chinese,Dahisar, ,,44.0,chinese,0.0,0.0,NONE,Yes
FC Cafe,42 mins,"Italian, Fast Food, Beverages, Desserts",Malad Kan West, ,,42.0,italian,0.0,0.0,NONE,Yes
The Bombay House,3.7 • 48 mins,"North Indian, Snacks, Pizzas, Chinese",Dahisar, ₹150 OFF ABOVE ₹599,3.7,48.0,north indian,0.0,150.0,ABOVE,Yes
Gopi'S Momos Centre,45 mins,"Chinese, Sweets, Beverages",Borivali West, 20% OFF ABOVE ₹700,,45.0,chinese,20.0,700.0,ABOVE,Yes
The Fellas,5 • 51 mins,"Fast Food, Snacks, Beverages",Malad Kan West, 15% OFF ABOVE ₹1000,,51.0,fast food,15.0,1000.0,ABOVE,Yes
Aniruddha ice cream parlour,43 mins,Beverages,Kandivali East, ,,43.0,beverages,0.0,0.0,NONE,Yes
Zaika homemade food,45 mins,"Biryani, Indian, Sweets",Malad East, ,,45.0,biryani,0.0,0.0,NONE,Yes
Pett Pooja Frankie,49 mins,"Fast Food, Chinese, South Indian",Borivali West, ,,49.0,fast food,0.0,0.0,NONE,Yes
9 Star Kitchen,4.3 • 44 mins,"Indian, Seafood, Beverages",Borivali West, 20% OFF UPTO ₹120,4.3,44.0,indian,20.0,120.0,UPTO,Yes
The Thickshake Project,3.7 • 54 mins,"Ice Cream, Beverages, Juices, Desserts",Malad West, ,3.7,54.0,ice cream,0.0,0.0,NONE,Yes
Mumbai's food spot,48 mins,"South Indian, Fast Food, Street Food",Malad Kan West, ,,48.0,south indian,0.0,0.0,NONE,Yes
Daddu's Biryani,5 • 48 mins,"Biryani, Kebabs",Dindoshi, ,,48.0,biryani,0.0,0.0,NONE,Yes
Blas Diaga,55 mins,Bakery,Opp. Chincholi Bunder Road, ,,55.0,bakery,0.0,0.0,NONE,Yes
Arabian Bistro,4.1 • 45 mins,"Arabian, Snacks, Beverages",Borivali West, ,4.1,45.0,arabian,0.0,0.0,NONE,Yes
The Dessert Clubb,3.7 • 42 mins,"Desserts, Snacks",Kandivali West, ,3.7,42.0,desserts,0.0,0.0,NONE,Yes
Cakes Fiesta,3.4 • 49 mins,"Bakery, Desserts, Beverages, Ice Cream",Goregaon, ,3.4,49.0,bakery,0.0,0.0,NONE,Yes
V For Vegan,3 • 47 mins,Salads,Malad West, ,,47.0,salads,0.0,0.0,NONE,Yes
Healthy Trays,44 mins,"Salads, Fast Food, Indian, Chaat, North Indian",Malad East, ,,44.0,salads,0.0,0.0,NONE,Yes
Bhola Bhelpuri,4.4 • 57 mins,"Chaat, Snacks, Beverages",Jog Gor West, ,4.4,57.0,chaat,0.0,0.0,NONE,Yes
Jain cafe,3.6 • 44 mins,Pizzas,Malad East, ,3.6,44.0,pizzas,0.0,0.0,NONE,Yes
The Desert Lounge,46 mins,"North Indian, Italian, Chinese",Malad Kan West, ,,46.0,north indian,0.0,0.0,NONE,Yes
Disha Kitchen,1.5 • 62 mins,"North Indian, Chinese",Dahisar, ₹125 OFF ABOVE ₹249,1.5,62.0,north indian,0.0,125.0,ABOVE,Yes
Homely Palate,52 mins,Chinese,Dahisar, ₹100 OFF ABOVE ₹599,,52.0,chinese,0.0,100.0,ABOVE,Yes
Fresh Meals,44 mins,"Indian, Snacks, Seafood",Borivali West, ,,44.0,indian,0.0,0.0,NONE,Yes
Samrat Family Restaurant,4.4 • 45 mins,"Indian, Chinese, North Indian, Tandoor, Snacks, Beverages",Borivali West, ,4.4,45.0,indian,0.0,0.0,NONE,Yes
Mozzarella Burst Pizza's,4.1 • 48 mins,Pizzas,Malad East, ,4.1,48.0,pizzas,0.0,0.0,NONE,Yes
Fish Koliwada Corner,53 mins,"North Indian, Biryani",Malad East, ,,53.0,north indian,0.0,0.0,NONE,Yes
Just Frys,5 • 50 mins,Indian,Estate Link Raod, ,,50.0,indian,0.0,0.0,NONE,Yes
Desi Shawarma,50 mins,Mughlai,Estate Link Raod, ,,50.0,mughlai,0.0,0.0,NONE,Yes
Pahunchar,45 mins,"Sweets, Indian",Borivali West, ,,45.0,sweets,0.0,0.0,NONE,Yes
Chaarvi Chinese Wok Cafe,50 mins,"Snacks, Burgers",Malad Kan West, ,,50.0,snacks,0.0,0.0,NONE,Yes
Pratham Fast Food,49 mins,Chinese,Jog Gor East, ,,49.0,chinese,0.0,0.0,NONE,Yes
Punjabi Meal Box,1.6 • 50 mins,Indian,Estate Link Raod, ,1.6,50.0,indian,0.0,0.0,NONE,Yes
Doston,4 • 52 mins,"North Indian, Biryani, Kebabs, Tandoor, Beverages",Malad Kan West, 20% OFF ABOVE ₹800,,52.0,north indian,20.0,800.0,ABOVE,Yes
ROYAL DAIRY,48 mins,Beverages,Jog Gor East, ,,48.0,beverages,0.0,0.0,NONE,Yes
Rapid Bites,43 mins,Snacks,Malad East, ,,43.0,snacks,0.0,0.0,NONE,Yes
China Chopstick,3.7 • 54 mins,"Chinese, Indian",Dahisar, ,3.7,54.0,chinese,0.0,0.0,NONE,Yes
Creamy Cool,46 mins,Beverages,Borivali West, ,,46.0,beverages,0.0,0.0,NONE,Yes
Parsley- The Lounge,45 mins,"Beverages, Chinese, Pastas",Malad Kan West, 20% OFF ABOVE ₹700,,45.0,beverages,20.0,700.0,ABOVE,Yes
Mamta's Kitchen,47 mins,North Indian,Malad Kan West, ,,47.0,north indian,0.0,0.0,NONE,Yes
Xotik Cafe,4.3 • 44 mins,"Beverages, Fast Food",Malad East, ,4.3,44.0,beverages,0.0,0.0,NONE,Yes
Momo Marvels,4.4 • 50 mins,"Tibetan, Pan-Asian",Aarey Road, ,4.4,50.0,tibetan,0.0,0.0,NONE,Yes
The Chinese Cook House,2.9 • 49 mins,"Chinese, Thai, Fast Food",Malad Kan West, ,2.9,49.0,chinese,0.0,0.0,NONE,Yes
YADAV SWEET MART,46 mins,"Sweets, Snacks",Malad East, ,,46.0,sweets,0.0,0.0,NONE,Yes
Cafekino,3.3 • 56 mins,"Snacks, Salads",Malad West, ,3.3,56.0,snacks,0.0,0.0,NONE,Yes
Borivali Falooda Centre & Veg-Non Veg Centre,2.5 • 43 mins,Indian,Dahisar East, ,2.5,43.0,indian,0.0,0.0,NONE,Yes
Bhakti's Cake Dreams,42 mins,"Bakery, Desserts",Dahisar, ,,42.0,bakery,0.0,0.0,NONE,Yes
The Juice Tree,40 mins,"Juices, Beverages",Malad East, ,,40.0,juices,0.0,0.0,NONE,Yes
Level Up Pizzeria,49 mins,Pizzas,Malad Kan West, ,,49.0,pizzas,0.0,0.0,NONE,Yes
Benglore Iyyengers Bakery,41 mins,"Bakery, Desserts",Malad Kan West, ,,41.0,bakery,0.0,0.0,NONE,Yes
Cake O' City - The Ultimate Cake Stop,2.8 • 45 mins,"Desserts, Beverages",Malad West, ₹250 OFF ABOVE ₹999,2.8,45.0,desserts,0.0,250.0,ABOVE,Yes
Bombay 62,40 mins,"Beverages, Snacks",Borivali West, ,,40.0,beverages,0.0,0.0,NONE,Yes
Crocodile Resturant,55 mins,Chinese,Jog Gor East, ,,55.0,chinese,0.0,0.0,NONE,Yes
Kasipuh,4.6 • 42 mins,"Chinese, Snacks",Dahisar East, 25% OFF UPTO ₹125,4.6,42.0,chinese,25.0,125.0,UPTO,Yes
Mastani Pavbhaji Centre,4.2 • 42 mins,"Fast Food, Snacks",Kandivali West, ,4.2,42.0,fast food,0.0,0.0,NONE,Yes
Konkan Bay,52 mins,"Indian, Chinese, Biryani, Seafood, Thalis",Jog Gor East, ,,52.0,indian,0.0,0.0,NONE,Yes
Saras Foods,46 mins,"Indian, Chinese",Borivali West, ,,46.0,indian,0.0,0.0,NONE,Yes
Parmanand,4.1 • 46 mins,"Street Food, North Indian, Chinese, Beverages, South Indian",Malad West, ,4.1,46.0,street food,0.0,0.0,NONE,Yes
Brioche,3.6 • 56 mins,"Bakery, Snacks, Fast Food, Pizzas",Jog Gor East, 10% OFF ABOVE ₹800,3.6,56.0,bakery,10.0,800.0,ABOVE,Yes
Vijayshree Icecream Amul Parlour,44 mins,Ice Cream,Borivali West, ,,44.0,ice cream,0.0,0.0,NONE,Yes
Joey's Shawarma,45 mins,"Arabian, Burgers, Snacks, Desserts",Malad Kan West, 50% OFF UPTO ₹250,,45.0,arabian,50.0,250.0,UPTO,Yes
Wok Of Fame,3.7 • 41 mins,"Chinese, Snacks",Prabhu Udyog Bhavan, 25% OFF UPTO ₹125,3.7,41.0,chinese,25.0,125.0,UPTO,Yes
D'Sandwicha & Snacks Corner,49 mins,"Fast Food, Street Food, Chinese, Pizzas",Dahisar, ,,49.0,fast food,0.0,0.0,NONE,Yes
Celebration The Cake Shop,53 mins,Bakery,Jog Gor East, ,,53.0,bakery,0.0,0.0,NONE,Yes
Apna SayBeen,40 mins,Chinese,Borivali West, ,,40.0,chinese,0.0,0.0,NONE,Yes
S M Special Falooda and Ice Cream,4.6 • 50 mins,"Desserts, Ice Cream, Beverages",Jog Gor East, 40% OFF UPTO ₹200,4.6,50.0,desserts,40.0,200.0,UPTO,Yes
Rajeshahi Bhog,49 mins,"Indian, Snacks, Thalis",Jog Gor West, ,,49.0,indian,0.0,0.0,NONE,Yes
Exotic - The Dining Bar,4.7 • 46 mins,"Biryani, North Indian, Arabian, Pizzas, Chinese",Malad West, ,4.7,46.0,biryani,0.0,0.0,NONE,Yes
Royal China town,3.4 • 50 mins,"Chinese, Indian",Borivali West, ,3.4,50.0,chinese,0.0,0.0,NONE,Yes
D Sweet Cloud,42 mins,"Bakery, Ice Cream",Borivali West, ,,42.0,bakery,0.0,0.0,NONE,Yes
Shree Mahalaxmi Restaurant And Garden,2.9 • 52 mins,"Chinese, Kebabs, Biryani",Mira Road, ₹250 OFF ABOVE ₹999,2.9,52.0,chinese,0.0,250.0,ABOVE,Yes
Maratha Biryani Centre,43 mins,"Chinese, North Indian, Biryani, Tandoor",Malad, ,,43.0,chinese,0.0,0.0,NONE,Yes
Hotel Sai shradha,3.9 • 40 mins,"Snacks, Beverages",Kandivali West, ,3.9,40.0,snacks,0.0,0.0,NONE,Yes
Absolute Biryani,4 • 43 mins,"Biryani, North Indian",Borivali West, ,,43.0,biryani,0.0,0.0,NONE,Yes
Esora,2.7 • 49 mins,Indian,Jog Gor East, ,2.7,49.0,indian,0.0,0.0,NONE,Yes
Forks & Spoons 51,48 mins,"Burgers, Fast Food, Chinese, Pizzas, Beverages",Malad East, ,,48.0,burgers,0.0,0.0,NONE,Yes
Eternal Bliss,4.1 • 49 mins,"Bakery, Desserts, Beverages, Ice Cream",Goregaon, ,4.1,49.0,bakery,0.0,0.0,NONE,Yes
Honeys Delights,55 mins,Burgers,Malad Kan West, ,,55.0,burgers,0.0,0.0,NONE,Yes
Aniket Chinese,4.5 • 41 mins,"Chinese, Snacks",Dahisar East, ,4.5,41.0,chinese,0.0,0.0,NONE,Yes
Sannju's Kitchen,3 • 43 mins,"Italian, Chinese",Borivali West, ,,43.0,italian,0.0,0.0,NONE,Yes
Hooch Restaurant,44 mins,"Italian, Chinese, Salads, North Indian, Fast Food",Borivali West, ,,44.0,italian,0.0,0.0,NONE,Yes
Pizzarita By The Fusion Kitchen,4.2 • 45 mins,"Italian, Pizzas",Borivali West, ,4.2,45.0,italian,0.0,0.0,NONE,Yes
Brunchners,52 mins,"Snacks, Burgers, Pizzas, Beverages",Jog Gor East, ₹150 OFF ABOVE ₹999,,52.0,snacks,0.0,150.0,ABOVE,Yes
Sai Annapurna,4.4 • 46 mins,"Chinese, Indian, Biryani",Malad Kan West, ,4.4,46.0,chinese,0.0,0.0,NONE,Yes
Nasta House,45 mins,"North Indian, Beverages",Malad Kan West, ,,45.0,north indian,0.0,0.0,NONE,Yes
Masala Mumbai,3.7 • 40 mins,Indian,Malad East, 20% OFF UPTO ₹100,3.7,40.0,indian,20.0,100.0,UPTO,Yes
Bread Bowl Factory,51 mins,"Indian, Continental",Malad Kan West, ,,51.0,indian,0.0,0.0,NONE,Yes
Jizu - Pan Asian Delicacies,3.8 • 54 mins,"Chinese, Thai, Oriental",Malad West, ,3.8,54.0,chinese,0.0,0.0,NONE,Yes
Bombay Missal Company,3.8 • 42 mins,"Snacks, Fast Food, Pizzas, Beverages",Malad, ,3.8,42.0,snacks,0.0,0.0,NONE,Yes
BHANDIWADEKAR'S KITCHEN,42 mins,"Maharashtrian, Snacks, Street Food, Desserts",Borivali West, ,,42.0,maharashtrian,0.0,0.0,NONE,Yes
Tea Home,47 mins,Burgers,Borivali West, ,,47.0,burgers,0.0,0.0,NONE,Yes
Bambbaiya Chinese,3.9 • 44 mins,"Chinese, Oriental, Biryani",Borivali West, ,3.9,44.0,chinese,0.0,0.0,NONE,Yes
Sunny Dosas N Parathas,46 mins,"South Indian, North Indian",Dahisar, ,,46.0,south indian,0.0,0.0,NONE,Yes
Goregaon Sports Club,45 mins,"Pizzas, Desserts, Italian",Malad Kan West, ,,45.0,pizzas,0.0,0.0,NONE,Yes
the dhaba by Geets Rasoi,4.1 • 46 mins,"Chinese, Indian",Malad Kan West, ,4.1,46.0,chinese,0.0,0.0,NONE,Yes
The Mocha House,4.2 • 61 mins,"Beverages, Cafe, Snacks, Desserts",Kandivali (West), ,4.2,61.0,beverages,0.0,0.0,NONE,Yes
103 Chinese Corner,43 mins,"Chinese, South Indian, Indian",Borivali West, ,,43.0,chinese,0.0,0.0,NONE,Yes
DAYANAND RESTAURANT AND BAR,42 mins,"Indian, Biryani",Dahisar, ,,42.0,indian,0.0,0.0,NONE,Yes
Ammo Ki Rasoi,55 mins,Indian,Jog Gor East, ,,55.0,indian,0.0,0.0,NONE,Yes
Waffle And Waffle,4.1 • 56 mins,"Desserts, Beverages, Waffle",Dahisar West, ,4.1,56.0,desserts,0.0,0.0,NONE,Yes
Jaya's Famous Sandwiches,49 mins,"Chinese, Indian",Malad Kan West, ,,49.0,chinese,0.0,0.0,NONE,Yes
Fruitango Juices Shakes & Smoothies,40 mins,"Beverages, Chinese, Snacks",Rawal Pada, ,,40.0,beverages,0.0,0.0,NONE,Yes
Fat Boy Food,49 mins,"Chinese, Burgers, Waffle",Malad Kan West, ,,49.0,chinese,0.0,0.0,NONE,Yes
Double Door Lounge,42 mins,"Chinese, Italian",Borivali West, ,,42.0,chinese,0.0,0.0,NONE,Yes
Johny Wokker,4.9 • 54 mins,"Chinese, Continental",Goregaon, ,4.9,54.0,chinese,0.0,0.0,NONE,Yes
Lettuce-Global Veggies Cuisine,3.1 • 45 mins,"Continental, Italian",Goregaon East, ,3.1,45.0,continental,0.0,0.0,NONE,Yes
I M Chinese Food Corner,37 mins,"Chinese, Snacks",Dahisar, ,,37.0,chinese,0.0,0.0,NONE,Yes
Mr.D Misal Pav,44 mins,Indian,Malad Kan West, ,,44.0,indian,0.0,0.0,NONE,Yes
Tossin Pizza,4.2 • 25-35 mins,"Pizzas, Italian, Beverages, Desserts",Malad West, 50% OFF UPTO ₹100,4.2,30.0,pizzas,50.0,100.0,UPTO,Yes
Louis Burger,4.4 • 48 mins,"Burgers, American, Fast Food",BORIVALI WEST, ₹125 OFF ABOVE ₹249,4.4,48.0,burgers,0.0,125.0,ABOVE,Yes
Goila Butter Chicken,4.1 • 55 mins,"North Indian, Biryani, Kebabs, Desserts",Vithal Jadhav House, 15% OFF UPTO ₹100,4.1,55.0,north indian,15.0,100.0,UPTO,Yes
SLYCE PIZZA,4.1 • 45 mins,"Burgers, American, Fast Food",BORIVALI WEST, 60% OFF UPTO ₹120,4.1,45.0,burgers,60.0,120.0,UPTO,Yes
Hotel Sagar,4.2 • 55 mins,"Indian, Chinese",Mira Road, ,4.2,55.0,indian,0.0,0.0,NONE,Yes
Lord Petrick,4.3 • 51 mins,"Burgers, Snacks, Italian, Desserts, Beverages",LINK HOUSE, ,4.3,51.0,burgers,0.0,0.0,NONE,Yes
